service_id,date,exception_type
6,20190711,1
6,20190712,1
6,20190715,1
6,20190716,1
6,20190717,1
6,20190718,1
6,20190719,1
6,20190722,1
6,20190723,1
6,20190724,1
6,20190725,1
6,20190726,1
6,20190729,1
6,20190730,1
6,20190731,1
6,20190801,1
6,20190802,1
6,20190805,1
6,20190806,1
6,20190807,1
6,20190808,1
6,20190809,1
6,20190812,1
6,20190813,1
6,20190814,1
6,20190815,1
6,20190816,1
6,20190819,1
6,20190820,1
6,20190821,1
6,20190822,1
6,20190823,1
6,20190826,1
6,20190827,1
6,20190828,1
6,20190829,1
6,20190830,1
6,20190902,1
6,20190903,1
6,20190904,1
6,20190905,1
6,20190906,1
6,20190909,1
6,20190910,1
6,20190911,1
6,20190912,1
6,20190913,1
6,20190916,1
6,20190917,1
6,20190918,1
6,20190919,1
6,20190920,1
6,20190923,1
7,20190329,1
7,20190405,1
8,20190412,1
8,20190419,1
8,20190426,1
8,20190503,1
8,20190510,1
8,20190517,1
8,20190524,1
8,20190531,1
8,20190607,1
8,20190614,1
8,20190621,1
8,20190628,1
8,20190705,1
8,20190712,1
8,20190719,1
8,20190726,1
8,20190802,1
8,20190809,1
8,20190816,1
8,20190823,1
8,20190830,1
8,20190906,1
8,20190913,1
8,20190920,1
9,20190328,1
9,20190401,1
9,20190402,1
9,20190403,1
9,20190404,1
10,20190408,1
10,20190409,1
10,20190410,1
10,20190411,1
10,20190415,1
10,20190416,1
10,20190417,1
10,20190418,1
10,20190422,1
10,20190423,1
10,20190424,1
10,20190425,1
10,20190429,1
10,20190430,1
10,20190501,1
10,20190502,1
10,20190506,1
10,20190507,1
10,20190508,1
10,20190509,1
10,20190513,1
10,20190514,1
10,20190515,1
10,20190516,1
10,20190520,1
10,20190521,1
10,20190522,1
10,20190523,1
10,20190527,1
10,20190528,1
10,20190529,1
10,20190530,1
10,20190603,1
10,20190604,1
10,20190605,1
10,20190606,1
10,20190610,1
10,20190611,1
10,20190612,1
10,20190613,1
10,20190617,1
10,20190618,1
10,20190619,1
10,20190620,1
10,20190624,1
10,20190625,1
10,20190626,1
10,20190627,1
10,20190701,1
10,20190702,1
10,20190703,1
10,20190704,1
10,20190708,1
10,20190709,1
10,20190710,1
10,20190711,1
10,20190715,1
10,20190716,1
10,20190717,1
10,20190718,1
10,20190722,1
10,20190723,1
10,20190724,1
10,20190725,1
10,20190729,1
10,20190730,1
10,20190731,1
10,20190801,1
10,20190805,1
10,20190806,1
10,20190807,1
10,20190808,1
10,20190812,1
10,20190813,1
10,20190814,1
10,20190815,1
10,20190819,1
10,20190820,1
10,20190821,1
10,20190822,1
10,20190826,1
10,20190827,1
10,20190828,1
10,20190829,1
10,20190902,1
10,20190903,1
10,20190904,1
10,20190905,1
10,20190909,1
10,20190910,1
10,20190911,1
10,20190912,1
10,20190916,1
10,20190917,1
10,20190918,1
10,20190919,1
10,20190923,1
11,20190403,1
12,20190410,1
12,20190417,1
12,20190424,1
12,20190501,1
12,20190508,1
12,20190515,1
12,20190522,1
12,20190529,1
12,20190605,1
12,20190612,1
12,20190619,1
12,20190626,1
12,20190703,1
12,20190710,1
12,20190717,1
12,20190724,1
12,20190731,1
12,20190807,1
12,20190814,1
12,20190821,1
12,20190828,1
12,20190904,1
12,20190911,1
12,20190918,1
13,20190328,1
13,20190329,1
13,20190401,1
13,20190402,1
13,20190404,1
13,20190405,1
14,20190408,1
14,20190409,1
14,20190411,1
14,20190412,1
14,20190415,1
14,20190416,1
14,20190418,1
14,20190419,1
14,20190422,1
14,20190423,1
14,20190425,1
14,20190426,1
14,20190429,1
14,20190430,1
14,20190502,1
14,20190503,1
14,20190506,1
14,20190507,1
14,20190509,1
14,20190510,1
14,20190513,1
14,20190514,1
14,20190516,1
14,20190517,1
14,20190520,1
14,20190521,1
14,20190523,1
14,20190524,1
14,20190527,1
14,20190528,1
14,20190530,1
14,20190531,1
14,20190603,1
14,20190604,1
14,20190606,1
14,20190607,1
14,20190610,1
14,20190611,1
14,20190613,1
14,20190614,1
14,20190617,1
14,20190618,1
14,20190620,1
14,20190621,1
14,20190624,1
14,20190625,1
14,20190627,1
14,20190628,1
14,20190701,1
14,20190702,1
14,20190704,1
14,20190705,1
14,20190708,1
14,20190709,1
14,20190711,1
14,20190712,1
14,20190715,1
14,20190716,1
14,20190718,1
14,20190719,1
14,20190722,1
14,20190723,1
14,20190725,1
14,20190726,1
14,20190729,1
14,20190730,1
14,20190801,1
14,20190802,1
14,20190805,1
14,20190806,1
14,20190808,1
14,20190809,1
14,20190812,1
14,20190813,1
14,20190815,1
14,20190816,1
14,20190819,1
14,20190820,1
14,20190822,1
14,20190823,1
14,20190826,1
14,20190827,1
14,20190829,1
14,20190830,1
14,20190902,1
14,20190903,1
14,20190905,1
14,20190906,1
14,20190909,1
14,20190910,1
14,20190912,1
14,20190913,1
14,20190916,1
14,20190917,1
14,20190919,1
14,20190920,1
14,20190923,1
15,20190419,1
15,20190420,1
15,20190422,1
15,20190423,1
15,20190424,1
15,20190425,1
15,20190426,1
15,20190427,1
15,20190504,1
15,20190510,1
15,20190511,1
15,20190517,1
15,20190518,1
15,20190527,1
15,20190531,1
15,20190601,1
15,20190602,1
15,20190608,1
15,20190609,1
16,20190509,1
16,20190516,1
16,20190528,1
16,20190529,1
16,20190530,1
16,20190603,1
16,20190604,1
16,20190605,1
16,20190606,1
17,20190907,1
17,20190914,1
17,20190921,1
18,20190524,1
18,20190525,1
18,20190526,1
18,20190614,1
18,20190615,1
18,20190616,1
18,20190621,1
18,20190622,1
18,20190623,1
18,20190624,1
18,20190625,1
18,20190626,1
18,20190627,1
18,20190628,1
18,20190629,1
18,20190630,1
18,20190701,1
18,20190702,1
18,20190703,1
18,20190704,1
18,20190705,1
18,20190706,1
18,20190707,1
18,20190708,1
18,20190709,1
18,20190710,1
18,20190711,1
18,20190712,1
18,20190713,1
18,20190714,1
18,20190715,1
18,20190716,1
18,20190717,1
18,20190718,1
18,20190719,1
18,20190720,1
18,20190721,1
18,20190722,1
18,20190723,1
18,20190724,1
18,20190725,1
18,20190726,1
18,20190727,1
18,20190728,1
18,20190729,1
18,20190730,1
18,20190731,1
18,20190801,1
18,20190802,1
18,20190803,1
18,20190804,1
18,20190805,1
18,20190806,1
18,20190807,1
18,20190808,1
18,20190809,1
18,20190810,1
18,20190811,1
18,20190812,1
18,20190813,1
18,20190814,1
18,20190815,1
18,20190816,1
18,20190817,1
18,20190818,1
18,20190819,1
18,20190820,1
18,20190821,1
18,20190822,1
18,20190823,1
18,20190824,1
18,20190825,1
18,20190826,1
18,20190827,1
18,20190828,1
18,20190829,1
18,20190830,1
18,20190831,1
19,20190406,1
19,20190407,1
19,20190413,1
19,20190414,1
19,20190421,1
19,20190428,1
19,20190503,1
19,20190505,1
19,20190512,1
19,20190519,1
19,20190523,1
19,20190607,1
19,20190617,1
19,20190618,1
19,20190619,1
19,20190620,1
20,20190610,1
20,20190611,1
20,20190612,1
20,20190613,1
21,20190330,1
21,20190331,1
21,20190406,1
21,20190407,1
21,20190413,1
21,20190414,1
21,20190420,1
21,20190421,1
21,20190427,1
21,20190428,1
21,20190504,1
21,20190505,1
21,20190511,1
21,20190512,1
21,20190518,1
21,20190519,1
22,20190525,1
22,20190601,1
22,20190608,1
22,20190615,1
22,20190622,1
22,20190629,1
22,20190706,1
22,20190713,1
22,20190720,1
22,20190727,1
22,20190803,1
22,20190810,1
22,20190817,1
22,20190824,1
22,20190831,1
22,20190907,1
22,20190914,1
22,20190921,1
23,20190526,1
23,20190602,1
23,20190609,1
23,20190616,1
23,20190623,1
23,20190630,1
23,20190707,1
23,20190714,1
23,20190721,1
23,20190728,1
23,20190804,1
23,20190811,1
23,20190818,1
23,20190825,1
23,20190901,1
23,20190908,1
23,20190915,1
23,20190922,1
24,20190524,1
24,20190527,1
24,20190528,1
24,20190529,1
24,20190530,1
24,20190531,1
24,20190603,1
24,20190604,1
24,20190605,1
24,20190606,1
24,20190607,1
24,20190610,1
24,20190611,1
24,20190612,1
24,20190613,1
24,20190614,1
24,20190617,1
24,20190618,1
24,20190619,1
24,20190620,1
24,20190621,1
24,20190624,1
24,20190625,1
24,20190626,1
24,20190627,1
24,20190628,1
24,20190701,1
24,20190702,1
24,20190703,1
24,20190704,1
24,20190705,1
24,20190708,1
24,20190709,1
24,20190710,1
24,20190711,1
24,20190712,1
24,20190715,1
24,20190716,1
24,20190717,1
24,20190718,1
24,20190719,1
24,20190722,1
24,20190723,1
24,20190724,1
24,20190725,1
24,20190726,1
24,20190729,1
24,20190730,1
24,20190731,1
24,20190801,1
24,20190802,1
24,20190805,1
24,20190806,1
24,20190807,1
24,20190808,1
24,20190809,1
24,20190812,1
24,20190813,1
24,20190814,1
24,20190815,1
24,20190816,1
24,20190819,1
24,20190820,1
24,20190821,1
24,20190822,1
24,20190823,1
24,20190826,1
24,20190827,1
24,20190828,1
24,20190829,1
24,20190830,1
24,20190902,1
24,20190903,1
24,20190904,1
24,20190905,1
24,20190906,1
24,20190909,1
24,20190910,1
24,20190911,1
24,20190912,1
24,20190913,1
24,20190916,1
24,20190917,1
24,20190918,1
24,20190919,1
24,20190920,1
24,20190923,1
25,20190328,1
25,20190329,1
25,20190401,1
25,20190402,1
25,20190403,1
25,20190404,1
25,20190405,1
25,20190408,1
25,20190409,1
25,20190410,1
25,20190411,1
25,20190412,1
25,20190415,1
25,20190416,1
25,20190417,1
25,20190418,1
25,20190419,1
25,20190422,1
25,20190423,1
25,20190424,1
25,20190425,1
25,20190426,1
25,20190429,1
25,20190430,1
25,20190501,1
25,20190502,1
25,20190503,1
25,20190506,1
25,20190507,1
25,20190508,1
25,20190509,1
25,20190510,1
25,20190513,1
25,20190514,1
25,20190515,1
25,20190516,1
25,20190517,1
25,20190520,1
25,20190521,1
25,20190522,1
25,20190523,1
26,20190330,1
26,20190406,1
26,20190413,1
26,20190420,1
26,20190427,1
26,20190504,1
26,20190511,1
26,20190518,1
26,20190525,1
26,20190601,1
26,20190608,1
26,20190615,1
26,20190622,1
26,20190629,1
26,20190706,1
26,20190713,1
26,20190720,1
26,20190727,1
26,20190803,1
26,20190810,1
26,20190817,1
26,20190824,1
26,20190831,1
26,20190907,1
26,20190914,1
26,20190921,1
27,20190331,1
27,20190407,1
27,20190414,1
27,20190421,1
27,20190428,1
27,20190505,1
27,20190512,1
27,20190519,1
27,20190526,1
27,20190602,1
27,20190609,1
27,20190616,1
27,20190623,1
27,20190630,1
27,20190707,1
27,20190714,1
27,20190721,1
27,20190728,1
27,20190804,1
27,20190811,1
27,20190818,1
27,20190825,1
27,20190901,1
27,20190908,1
27,20190915,1
27,20190922,1
28,20190329,1
28,20190405,1
28,20190412,1
28,20190419,1
28,20190426,1
28,20190503,1
28,20190510,1
28,20190517,1
28,20190524,1
28,20190531,1
28,20190607,1
28,20190614,1
28,20190621,1
28,20190628,1
28,20190705,1
28,20190712,1
28,20190719,1
28,20190726,1
28,20190802,1
28,20190809,1
28,20190816,1
28,20190823,1
28,20190830,1
28,20190906,1
28,20190913,1
28,20190920,1
29,20190328,1
29,20190401,1
29,20190402,1
29,20190403,1
29,20190404,1
29,20190408,1
29,20190409,1
29,20190410,1
29,20190411,1
29,20190415,1
29,20190416,1
29,20190417,1
29,20190418,1
29,20190422,1
29,20190423,1
29,20190424,1
29,20190425,1
29,20190429,1
29,20190430,1
29,20190501,1
29,20190502,1
29,20190506,1
29,20190507,1
29,20190508,1
29,20190509,1
29,20190513,1
29,20190514,1
29,20190515,1
29,20190516,1
29,20190520,1
29,20190521,1
29,20190522,1
29,20190523,1
29,20190527,1
29,20190528,1
29,20190529,1
29,20190530,1
29,20190603,1
29,20190604,1
29,20190605,1
29,20190606,1
29,20190610,1
29,20190611,1
29,20190612,1
29,20190613,1
29,20190617,1
29,20190618,1
29,20190619,1
29,20190620,1
29,20190624,1
29,20190625,1
29,20190626,1
29,20190627,1
29,20190701,1
29,20190702,1
29,20190703,1
29,20190704,1
29,20190708,1
29,20190709,1
29,20190710,1
29,20190711,1
29,20190715,1
29,20190716,1
29,20190717,1
29,20190718,1
29,20190722,1
29,20190723,1
29,20190724,1
29,20190725,1
29,20190729,1
29,20190730,1
29,20190731,1
29,20190801,1
29,20190805,1
29,20190806,1
29,20190807,1
29,20190808,1
29,20190812,1
29,20190813,1
29,20190814,1
29,20190815,1
29,20190819,1
29,20190820,1
29,20190821,1
29,20190822,1
29,20190826,1
29,20190827,1
29,20190828,1
29,20190829,1
29,20190902,1
29,20190903,1
29,20190904,1
29,20190905,1
29,20190909,1
29,20190910,1
29,20190911,1
29,20190912,1
29,20190916,1
29,20190917,1
29,20190918,1
29,20190919,1
29,20190923,1
30,20190328,1
30,20190329,1
30,20190401,1
30,20190402,1
30,20190403,1
30,20190404,1
30,20190405,1
30,20190408,1
30,20190409,1
30,20190410,1
30,20190411,1
30,20190412,1
30,20190415,1
30,20190416,1
30,20190417,1
30,20190418,1
30,20190419,1
30,20190422,1
30,20190423,1
30,20190424,1
30,20190425,1
30,20190426,1
30,20190429,1
30,20190430,1
30,20190501,1
30,20190502,1
30,20190503,1
30,20190506,1
30,20190507,1
30,20190508,1
30,20190509,1
30,20190510,1
30,20190513,1
30,20190514,1
30,20190515,1
30,20190516,1
30,20190517,1
30,20190520,1
30,20190521,1
30,20190522,1
30,20190523,1
30,20190524,1
30,20190527,1
30,20190528,1
30,20190529,1
30,20190530,1
30,20190531,1
30,20190603,1
30,20190604,1
30,20190605,1
30,20190606,1
30,20190607,1
30,20190610,1
30,20190611,1
30,20190612,1
30,20190613,1
30,20190614,1
30,20190617,1
30,20190618,1
30,20190619,1
30,20190620,1
30,20190621,1
30,20190624,1
30,20190625,1
30,20190626,1
30,20190627,1
30,20190628,1
30,20190701,1
30,20190702,1
30,20190703,1
30,20190704,1
30,20190705,1
30,20190708,1
30,20190709,1
30,20190710,1
30,20190711,1
30,20190712,1
30,20190715,1
30,20190716,1
30,20190717,1
30,20190718,1
30,20190719,1
30,20190722,1
30,20190723,1
30,20190724,1
30,20190725,1
30,20190726,1
30,20190729,1
30,20190730,1
30,20190731,1
30,20190801,1
30,20190802,1
30,20190805,1
30,20190806,1
30,20190807,1
30,20190808,1
30,20190809,1
30,20190812,1
30,20190813,1
30,20190814,1
30,20190815,1
30,20190816,1
30,20190819,1
30,20190820,1
30,20190821,1
30,20190822,1
30,20190823,1
30,20190826,1
30,20190827,1
30,20190828,1
30,20190829,1
30,20190830,1
30,20190902,1
30,20190903,1
30,20190904,1
30,20190905,1
30,20190906,1
30,20190909,1
30,20190910,1
30,20190911,1
30,20190912,1
30,20190913,1
30,20190916,1
30,20190917,1
30,20190918,1
30,20190919,1
30,20190920,1
30,20190923,1
